timestamp,average_path_length,num_connected_pairs,total_pairs,connectivity_percentage,min_path_length,max_path_length,num_ground_stations,num_satellites,average_hops
200000000,10337979.631956903,4950,4950,100.0,1283192.1875,22542980.018840652,100,1156,8.935757575757576
700000000,10339358.750789342,4950,4950,100.0,1283805.25,22544199.77561304,100,1156,8.937171717171717
0,10339179.129074173,4950,4950,100.0,1282957.25,22542227.764568236,100,1156,8.935151515151516
500000000,10338231.25221856,4950,4950,100.0,1283555.625,22543708.921526678,100,1156,8.928888888888888
300000000,10339189.302430818,4950,4950,100.0,1283311.875,22543224.45125048,100,1156,8.935353535353535
600000000,10338140.30551031,4950,4950,100.0,1283679.6875,22543953.02922618,100,1156,8.92989898989899
400000000,10339135.534444205,4950,4950,100.0,1283433.0,22543466.54632086,100,1156,8.935353535353535
100000000,10339024.780190347,4950,4950,100.0,1283073.9375,22542739.5164676,100,1156,8.934747474747475
800000000,10339257.966808269,4950,4950,100.0,1283932.25,22544444.170579005,100,1156,8.937171717171717
900000000,10339202.288228078,4950,4950,100.0,1284060.8125,22544689.66510932,100,1156,8.937171717171717
